"Datasheet","Image","DK Part #","Mfr Part #","Mfr","Supplier","Description","Stock","Price","@ qty","Min Qty","Package","Series","Part Status","Type","Threaded/Unthreaded","Gender","Screw, Thread Size","Diameter - Inside","Diameter - Outside","Between Board Height","Length - Overall","Features","Material","Plating","Color"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0121.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4500-256-N.jpg","1772-1562-ND","4500-256-N","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 NYLON 3/16""","395","2.67","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.188"""" (4.78mm) 3/16","0.344"""" (8.74mm)","-","Nylon","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3018-B-256-B-5.jpg","1772-3018-B-256-B-5-ND","3018-B-256-B-5","RAF Electronic Hardware","RAF Electronic Hardware","5/32 RD X 5/16 LENGTH","970","1.52","0","1","Bulk","*","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.156"""" (3.97mm)","0.313"""" (7.94mm)","0.418"""" (10.61mm)","-","Brass","Nickel","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/2028-256-SS.jpg","1772-2028-256-SS-ND","2028-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","1/8 HEX X 5/8 LENGTH","800","3.05","0","1","Bulk","*","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8","0.625"""" (15.88mm) 5/8","0.625"""" (15.88mm) 5/8","-","Stainless Steel","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3050-B-256-B.jpg","1772-3050-B-256-B-ND","3050-B-256-B","RAF Electronic Hardware","RAF Electronic Hardware","1/4_ROUND_SWAGE_STANDOFFS","615","4.86","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.250"""" (6.35mm) 1/4","0.438"""" (11.11mm)","0.543"""" (13.78mm)","-","Brass","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2104-632-AL-7.jpg","1772-1894-ND","2055-256-AL-7","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 ALUMINUM 3/8""","1,906","0.51","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.375"""" (9.53mm) 3/8","0.375"""" (9.53mm) 3/8","-","Aluminum","Iridite","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0121.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4509-256-SS.jpg","1772-1881-ND","4509-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 SS 3/4""","304","2.82","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.750"""" (19.05mm) 3/4","0.906"""" (23.00mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2060-256-AL.jpg","1772-1717-ND","2060-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 ALUM 11/16""","270","0.92","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.688"""" (17.48mm) 11/16","0.688"""" (17.48mm) 11/16","-","Aluminum","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4505-256-SS.JPG","1772-1476-ND","4505-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 SS 1/2""","371","1.23","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.500"""" (12.70mm) 1/2","0.656"""" (16.66mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0121.pdf","//media.digikey.com/photos/RAF%20Electronic%20Hardware/M2140-3005-AL.JPG","1772-3397-ND","4500T-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 7/32 LENGTH","371","3.06","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.219"""" (5.56mm)","0.375"""" (9.53mm) 3/8","-","Aluminum","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/3702-B-256-AL.jpg","1772-3888-ND","3702-B-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","3/16 RD X 1/4 LENGTH","500","3.61","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","0.103"""" (2.62mm)","0.188"""" (4.76mm)","0.250"""" (6.35mm) 1/4","0.355"""" (9.02mm)","-","Aluminum","-","-"
"-","//media.digikey.com/photos/RAF%20Electronic%20Hardware/2052-440-N.JPG","1772-2052-256-N-ND","2052-256-N","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 3/16 LENGTH","400","3.46","0","1","Bulk","*","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.76mm)","0.188"""" (4.76mm)","0.188"""" (4.76mm)","-","Nylon","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/4519-256-SS.jpg","1772-4519-256-SS-ND","4519-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 1-3/8 LENGTH","270","3.65","0","1","Bulk","*","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.76mm)","1.375"""" (34.93mm)","1.375"""" (34.93mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4004-440-N.JPG","1772-3372-ND","4001-256-N","RAF Electronic Hardware","RAF Electronic Hardware","3/16 RD X 1/4 LENGTH","204","2.76","0","1","Bulk","-","Active","Round Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.76mm)","0.250"""" (6.35mm) 1/4","0.406"""" (10.32mm)","-","Nylon","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0080.pdf","//media.digikey.com/Photos/RAF Electronic Hardware/2020-256-SS.jpg","1772-2938-ND","2020-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","1/8 HEX X 1/8 LENGTH","1,121","1.15","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8"""" Hex","0.125"""" (3.18mm) 1/8","0.125"""" (3.18mm) 1/8","-","Stainless Steel","-","-"
"-","-","1772-4013-256-AL-ND","4013-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","3_16_ROUND_MALE_FEMALE_STANDOFFS","2,893","2.6","0","1","Bulk","-","Active","Round Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.76mm)","1.000"""" (25.40mm) 1","1.156"""" (29.37mm)","-","Aluminum","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3020-A-256-SS.jpg","1772-3020-A-256-SS-ND","3020-A-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","5/32_ROUND_SWAGE_STANDOFFS","1,278","5.38","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.156"""" (3.97mm)","0.438"""" (11.11mm)","0.513"""" (13.02mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2059-256-N.jpg","1772-1133-ND","2059-256-N","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 NYLON 5/8""","364","2.18","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.625"""" (15.88mm) 5/8","0.625"""" (15.88mm) 5/8","-","Nylon","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3015T-B-256-AL.jpg","1772-3015T-B-256-AL-ND","3015T-B-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","5/32 RD X 5/32 LENGTH","765","3","0","1","Bulk","*","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.156"""" (3.97mm)","0.156"""" (3.97mm)","0.261"""" (6.64mm)","-","Aluminum","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3032-B-256-SS.jpg","1772-3032-B-256-SS-ND","3032-B-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","3/16_ROUND_SWAGE_STANDOFFS","525","3.51","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.188"""" (4.76mm)","0.250"""" (6.35mm) 1/4","0.355"""" (9.02mm)","-","Stainless Steel","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/2025-256-SS.jpg","1772-2025-256-SS-ND","2025-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","1/8 HEX X 7/16 LENGTH","212","3.58","0","1","Bulk","*","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8","0.438"""" (11.11mm)","0.438"""" (11.11mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2104-632-AL-7.jpg","1772-1301-ND","2055-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 ALUMINUM 3/8""","2,914","0.49","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.375"""" (9.53mm) 3/8","0.375"""" (9.53mm) 3/8","-","Aluminum","-","-"
"http://keyelco.com/userAssets/file/M65p75.pdf","//media.digikey.com/photos/Keystone%20Elect%20Photos/1798d.JPG","36-1798D-ND","1798D","Keystone Electronics","Keystone Electronics","HEX STANDOFF #2-56 BRASS 3/8""","4,845","1.31","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.156"""" (3.96mm) 5/32"""" Hex","0.375"""" (9.53mm) 3/8","0.375"""" (9.53mm) 3/8","-","Brass","Zinc","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0073.pdf","//media.digikey.com/photos/RAF%20Electronic%20Hardware/1606-256-N.JPG","1772-3343-ND","1606-256-N","RAF Electronic Hardware","RAF Electronic Hardware","1/8 RD X 1/2 LENGTH","627","4.24","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8","0.500"""" (12.70mm) 1/2","0.500"""" (12.70mm) 1/2","-","Nylon","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/3017-B-256-B.jpg","1772-3477-ND","3017-B-256-B","RAF Electronic Hardware","RAF Electronic Hardware","5/32 RD X 1/4 LENGTH","1,475","0.91","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","0.098"""" (2.49mm)","0.156"""" (3.97mm)","0.250"""" (6.35mm) 1/4","0.355"""" (9.02mm)","-","Brass","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0073.pdf","//media.digikey.com/photos/RAF%20Electronic%20Hardware/1684-632-N.JPG","1772-3027-ND","1604-256-N","RAF Electronic Hardware","RAF Electronic Hardware","1/8 RD X 3/8 LENGTH","144","5.29","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8","0.375"""" (9.53mm) 3/8","0.375"""" (9.53mm) 3/8","-","Nylon","-","-"
"https://www.essentracomponents.com/en-us/component/skuAsset?mediaId=158777","//media.digikey.com/Photos/Essentra Components Photos/MFG_35MHSP018.jpg","145-35HSP112-ND","35HSP112","Essentra Components","Essentra Components","HEX SELF THREAD STANDOFF, #2 SCR","11,623","0.15","0","1","Bulk","MicroPlastics","Active","Hex Standoff","Unthreaded","Female, Female","#2","0.072"""" (1.83mm)","0.188"""" (4.78mm) 3/16"""" Hex","0.438"""" (11.11mm)","0.438"""" (11.11mm)","-","Nylon","-","Natural"
"https://www.essentracomponents.com/en-us/component/skuAsset?mediaId=158697","//media.digikey.com/Photos/Essentra Components Photos/MFG_14HTSP115.jpg","145-14HTSP115-ND","14HTSP115","Essentra Components","Essentra Components","HEX THREADED STANDOFF, #2-56 THR","1,996","1.09","0","1","Bulk","MicroPlastics","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.313"""" (7.94mm)","0.313"""" (7.94mm)","-","Nylon","-","Natural"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3702-C-256-AL.jpg","1772-3702-C-256-AL-ND","3702-C-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","3/16_ROUND_SWAGE_STANDOFFS_0_125","1,111","2.18","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.188"""" (4.76mm)","0.250"""" (6.35mm) 1/4","0.385"""" (9.78mm)","-","Aluminum","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/4000-256-SS.jpg","1772-4000-256-SS-ND","4000-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","3/16 RD X 3/16 LENGTH","298","3","0","1","Bulk","*","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.76mm)","0.188"""" (4.76mm)","0.188"""" (4.76mm)","-","Stainless Steel","-","-"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/4009-256-SS.jpg","1772-4009-256-SS-ND","4009-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","3/16 RD X 3/4 LENGTH","187","3.72","0","1","Bulk","*","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.76mm)","0.750"""" (19.05mm) 3/4","0.750"""" (19.05mm) 3/4","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4501-256-N.jpg","1772-1802-ND","4501-256-N","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 NYLON 1/4""","724","3.53","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.250"""" (6.35mm) 1/4","0.406"""" (10.30mm)","-","Nylon","-","-"
"http://keyelco.com/userAssets/file/M65p77.pdf","//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1589-3.jpg","36-1589-3-ND","1589-3","Keystone Electronics","Keystone Electronics","ROUND STANDOFF #2-56 BRASS 1/8""","398","0.54","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.156"""" (3.96mm) 5/32","0.125"""" (3.18mm) 1/8","0.265"""" (6.73mm)","-","Brass","Nickel","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4500-632-N.jpg","1772-3522-ND","4500T-256-N","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 7/32 LENGTH","200","3.78","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.219"""" (5.56mm)","0.375"""" (9.53mm) 3/8","-","Nylon","-","-"
"-","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4500A-256-SS.jpg","1772-4500A-256-SS-ND","4500A-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 5/32 LENGTH","890","2.63","0","1","Bulk","*","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.76mm)","0.156"""" (3.97mm)","0.156"""" (3.97mm)","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/photos/RAF%20Electronic%20Hardware/1606-256-AL.JPG","1772-4029-ND","1606-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","1/8 RD X 1/2 LENGTH","23","2.72","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Female","#2-56","-","0.125"""" (3.18mm) 1/8","0.500"""" (12.70mm) 1/2","0.500"""" (12.70mm) 1/2","-","Aluminum","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2057-256-SS.jpg","1772-1920-ND","2057-256-AL-7","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 ALUMINUM 1/2""","1,593","0.56","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.500"""" (12.70mm) 1/2","0.500"""" (12.70mm) 1/2","-","Aluminum","Iridite","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/photos/RAF%20Electronic%20Hardware/2108-632-AL-7.jpg","1772-2381-ND","2061-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","3/16 HEX X 3/4 LENGTH","1,508","0.86","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.750"""" (19.05mm) 3/4","0.750"""" (19.05mm) 3/4","-","Aluminum","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF_catalog_0081.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2053T-256-SS.JPG","1772-1155-ND","2053T-256-SS","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 SS 9/32""","4,934","1.29","0","1","Bulk","-","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.281"""" (7.14mm) 9/32","0.281"""" (7.14mm) 9/32","-","Stainless Steel","-","-"
"http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf","//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4501-256-SS-xx.JPG","1772-1794-ND","4501-256-SS-20","RAF Electronic Hardware","RAF Electronic Hardware","HEX STANDOFF #2-56 SS 1/4""","2,196","1.74","0","1","Bulk","-","Active","Hex Standoff","Threaded","Male, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.250"""" (6.35mm) 1/4","0.406"""" (10.30mm)","-","Stainless Steel","Passivated","-"
"https://www.essentracomponents.com/en-us/component/skuAsset?mediaId=158694","//media.digikey.com/Photos/Essentra Components Photos/MFG_14HTSP112.jpg","145-14HTSP112-ND","14HTSP112","Essentra Components","Essentra Components","HEX THREADED STANDOFF, #2-56 THR","1,965","1.23","0","1","Bulk","MicroPlastics","Active","Hex Standoff","Threaded","Female, Female","#2-56","-","0.188"""" (4.78mm) 3/16"""" Hex","0.438"""" (11.11mm)","0.438"""" (11.11mm)","-","Nylon","-","Natural"
"-","//media.digikey.com/Photos/RAF Electronic Hardware/3015T-A-256-AL.jpg","1772-3015T-A-256-AL-ND","3015T-A-256-AL","RAF Electronic Hardware","RAF Electronic Hardware","5/32_ROUND_SWAGE_STANDOFFS","1,500","4.81","0","1","Bulk","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.156"""" (3.97mm)","0.156"""" (3.97mm)","0.231"""" (5.87mm)","-","Aluminum","-","-"
